node_id,stress_level,raw_fragility,normalized_fragility,std,min_impact,max_impact
SKU::SKU57,high,1.0,0.009259,0.0,1,1
SKU::SKU58,high,1.0,0.009259,0.0,1,1
SKU::SKU59,high,1.0,0.009259,0.0,1,1
SKU::SKU60,high,1.0,0.009259,0.0,1,1
SKU::SKU61,high,1.0,0.009259,0.0,1,1
SKU::SKU62,high,1.0,0.009259,0.0,1,1
SKU::SKU63,high,1.0,0.009259,0.0,1,1
SKU::SKU64,high,1.0,0.009259,0.0,1,1
SKU::SKU65,high,1.0,0.009259,0.0,1,1
SKU::SKU66,high,1.0,0.009259,0.0,1,1
SKU::SKU67,high,1.0,0.009259,0.0,1,1
SKU::SKU68,high,1.0,0.009259,0.0,1,1
SKU::SKU69,high,1.0,0.009259,0.0,1,1
SKU::SKU70,high,1.0,0.009259,0.0,1,1
SKU::SKU71,high,1.0,0.009259,0.0,1,1
SKU::SKU72,high,1.0,0.009259,0.0,1,1
SKU::SKU73,high,1.0,0.009259,0.0,1,1
SKU::SKU74,high,1.0,0.009259,0.0,1,1
SKU::SKU75,high,1.0,0.009259,0.0,1,1
SKU::SKU76,high,1.0,0.009259,0.0,1,1
SKU::SKU77,high,1.0,0.009259,0.0,1,1
SKU::SKU78,high,1.0,0.009259,0.0,1,1
SKU::SKU79,high,1.0,0.009259,0.0,1,1
SKU::SKU80,high,1.0,0.009259,0.0,1,1
SKU::SKU81,high,1.0,0.009259,0.0,1,1
SKU::SKU82,high,1.0,0.009259,0.0,1,1
SKU::SKU83,high,1.0,0.009259,0.0,1,1
SKU::SKU84,high,1.0,0.009259,0.0,1,1
SKU::SKU85,high,1.0,0.009259,0.0,1,1
SKU::SKU86,high,1.0,0.009259,0.0,1,1
SKU::SKU87,high,1.0,0.009259,0.0,1,1
SKU::SKU88,high,1.0,0.009259,0.0,1,1
SKU::SKU89,high,1.0,0.009259,0.0,1,1
SKU::SKU90,high,1.0,0.009259,0.0,1,1
SKU::SKU91,high,1.0,0.009259,0.0,1,1
SKU::SKU92,high,1.0,0.009259,0.0,1,1
SKU::SKU93,high,1.0,0.009259,0.0,1,1
SKU::SKU94,high,1.0,0.009259,0.0,1,1
SKU::SKU95,high,1.0,0.009259,0.0,1,1
SKU::SKU96,high,1.0,0.009259,0.0,1,1
SKU::SKU97,high,1.0,0.009259,0.0,1,1
SKU::SKU98,high,1.0,0.009259,0.0,1,1
SKU::SKU99,high,1.0,0.009259,0.0,1,1
